dataset,layer,num_rows,query_position_mode,mean_prev_loop_mass,mean_last_prev_loop_mass,mean_prompt_mass,mean_current_trigger_mass,mean_recent_nonloop_mass,mean_other_completion_mass,top1_fraction_previous_loop,top1_fraction_last_previous_loop,top1_fraction_prompt,top1_fraction_current_trigger,top1_fraction_recent_nonloop,top1_fraction_other_completion
math500,4,68,pre_trigger_start,0.13877020783590577,0.08744749113520811,0.4878680245841251,0.0,0.20050007660928018,0.1728617025005138,0.07720588235294118,0.05974264705882353,0.7408088235294118,0.0,0.11856617647058823,0.06341911764705882
math500,5,68,pre_trigger_start,0.14045902700779742,0.09781277848967018,0.5495996611083255,0.0,0.21881464724291994,0.0911266799119082,0.04871323529411765,0.03952205882352941,0.8658088235294118,0.0,0.06158088235294118,0.02389705882352941
math500,6,68,pre_trigger_start,0.20161513859570465,0.06444457287836806,0.27510472693864035,0.0,0.23092246028211186,0.2923576795591918,0.11948529411764706,0.03952205882352941,0.6066176470588235,0.0,0.13786764705882354,0.13602941176470587
math500,7,68,pre_trigger_start,0.1740956329740584,0.10396584659760907,0.36231888545786634,0.0,0.28064181649482206,0.18294367064749273,0.05422794117647059,0.046875,0.7886029411764706,0.0,0.109375,0.04779411764705882
math500,8,68,pre_trigger_start,0.1796116501722923,0.05784294578616562,0.3648790465120007,0.0,0.19095900835578933,0.26455029622679027,0.06893382352941177,0.03125,0.8299632352941176,0.0,0.06158088235294118,0.03952205882352941
math500,9,68,pre_trigger_start,0.15552943272803746,0.07927773260160072,0.35935884056722417,0.0,0.18348851053537252,0.3016232275951873,0.06158088235294118,0.046875,0.7380514705882353,0.0,0.06158088235294118,0.13878676470588236
math500,10,68,pre_trigger_start,0.191873733241878,0.10172989372372018,0.31788689621231137,0.0,0.30070515697383704,0.18953422311802998,0.06341911764705882,0.04871323529411765,0.8180147058823529,0.0,0.06893382352941177,0.04963235294117647
math500,11,68,pre_trigger_start,0.20521097415236428,0.07427793027497553,0.20805884273174932,0.0,0.2080247410956551,0.3787054433966713,0.109375,0.05698529411764706,0.6194852941176471,0.0,0.11856617647058823,0.15257352941176472
math500,12,68,pre_trigger_start,0.2230153724359458,0.08365306228669771,0.23930998256101327,0.0,0.28918547399670763,0.24848917056806386,0.078125,0.04044117647058824,0.7647058823529411,0.0,0.11213235294117647,0.04503676470588235
math500,13,68,pre_trigger_start,0.22709221899618998,0.06914233314926284,0.16344539481489098,0.0,0.2650870634242892,0.34437532320289926,0.11121323529411764,0.05422794117647059,0.5909926470588235,0.0,0.17095588235294118,0.12683823529411764
math500,14,68,pre_trigger_start,0.22317032636526754,0.08055508322029388,0.2103073839098215,0.0,0.25854758868980054,0.30797471009153765,0.08363970588235294,0.058823529411764705,0.7095588235294118,0.0,0.11672794117647059,0.0900735294117647
math500,15,68,pre_trigger_start,0.20105066150426865,0.09890823526267709,0.3126566668643671,0.0,0.30247112785411234,0.18382154485922964,0.042279411764705885,0.03952205882352941,0.8318014705882353,0.0,0.12224264705882353,0.003676470588235294
math500,16,68,pre_trigger_start,0.26118616383139265,0.07302547650557673,0.2659406529410797,0.0,0.1905454985304352,0.28232769122319845,0.12316176470588236,0.06066176470588235,0.6488970588235294,0.0,0.1213235294117647,0.10661764705882353
math500,17,68,pre_trigger_start,0.23785265129716957,0.09414977563745411,0.20850412679069183,0.0,0.23384426249300733,0.3197989660821965,0.09191176470588236,0.07536764705882353,0.6727941176470589,0.0,0.1488970588235294,0.08639705882352941
math500,18,68,pre_trigger_start,0.24449655454715385,0.08548237965313842,0.28940823827596274,0.0,0.21810938157689044,0.24798583242056124,0.1130514705882353,0.05974264705882353,0.7702205882352942,0.0,0.10202205882352941,0.014705882352941176
math500,19,68,pre_trigger_start,0.217427821323166,0.0939218402853144,0.3179004240561934,0.0,0.21616817479405334,0.24850357962114847,0.12316176470588236,0.09466911764705882,0.671875,0.0,0.12224264705882353,0.08272058823529412
